0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	12
0	24
0	32
0	32
0	33
0	30
0	23
0	21
0	27
0	23
0	27
0	19
0	19
0	17
0	15
0	22
0	16
0	8
0	15
0	12
0	14
0	13
0	10
0	5
0	9
0	8
0	10
0	8
0	8
0	8
0	10
0	2
0	7
0	9
0	6
0	7
0	6
0	4
0	4
0	3
0	3
0	6
0	2
0	4
0	6
0	1
0	2
0	1
0	1
0	3
0	0
0	0
0	2
0	1
0	1
0	0
0	0
0	1
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	3
0	0
0	0
0	0
0	2
0	3
0	0
0	0
0	0
0	2
0	4
0	2
0	1
0	1
0	0
0	1
0	1
0	2
0	0
0	2
0	2
0	2
0	1
0	2
0	0
0	0
0	1
0	1
0	1
0	3
0	2
0	0
0	1
0	1
0	2
0	2
0	1
0	4
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	2
0	1
0	2
0	1
0	2
0	0
0	2
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	2
0	1
0	3
1	2
0	1
0	0
1	3
0	1
0	3
0	2
0	2
0	1
0	3
0	2
0	2
0	3
0	1
0	2
1	3
1	1
0	2
0	3
0	1
1	5
0	2
0	4
0	1
0	4
1	3
0	0
0	1
2	4
0	3
0	0
0	2
0	4
0	4
0	4
2	4
3	2
2	4
1	4
1	1
3	6
6	2
1	6
3	4
6	5
2	3
6	3
4	5
2	5
7	6
8	6
7	5
9	6
12	9
11	9
9	5
14	5
11	4
14	5
11	8
16	6
17	8
21	10
15	10
23	6
19	11
27	6
21	6
35	12
28	12
25	8
39	15
33	11
38	7
49	11
41	14
54	13
54	8
46	12
45	10
58	6
64	13
60	11
52	12
67	11
67	9
77	4
79	8
72	10
83	11
87	10
69	17
93	13
102	14
96	12
117	11
121	14
101	11
121	15
89	17
101	20
120	20
115	15
117	11
137	16
130	13
113	17
139	15
124	25
128	17
137	18
99	14
107	17
114	18
135	26
121	12
130	18
102	21
117	19
106	20
101	24
128	14
91	24
102	21
94	21
84	32
101	30
82	28
93	32
76	31
47	34
57	28
67	33
52	39
46	32
36	33
40	36
32	44
18	38
31	44
17	39
12	42
14	46
17	52
4	58
2	65
5	60
4	56
1	62
0	72
2	66
0	77
0	79
0	82
0	86
1	87
0	90
