0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	7
0	10
0	10
0	17
0	18
0	22
0	17
0	19
0	23
0	25
0	25
0	42
0	38
0	43
0	56
0	61
0	74
0	77
0	102
0	133
0	148
0	176
0	190
0	0
0	7
0	5
0	7
1	3
0	10
0	8
2	9
0	12
0	19
2	18
0	20
2	21
0	16
1	16
1	26
2	24
1	28
1	32
3	33
1	39
1	43
3	43
1	44
4	56
8	31
8	30
1	37
9	30
6	35
8	38
7	57
9	52
7	49
7	50
9	48
5	70
7	75
4	60
7	80
3	87
6	89
5	99
2	112
4	132
3	140
4	156
2	171
2	189
2	198
4	4
4	10
1	4
1	7
3	5
6	6
2	2
2	6
0	10
0	11
6	8
4	14
3	12
5	13
3	10
7	11
5	15
2	17
8	16
9	20
5	22
4	21
7	25
2	30
9	26
5	6
4	8
5	6
7	6
9	13
5	6
6	8
14	8
16	4
6	15
10	10
12	12
12	21
8	24
14	15
9	23
12	14
9	16
15	24
12	25
15	19
15	25
11	25
20	23
16	27
27	13
26	7
27	7
20	9
27	8
33	6
33	8
36	11
27	11
30	14
34	15
32	11
37	14
36	18
26	16
35	21
44	17
45	19
40	18
48	17
44	22
49	12
60	27
47	27
49	28
75	5
64	15
69	14
70	11
66	9
75	10
79	12
75	12
93	16
82	16
99	8
86	11
92	19
84	17
77	21
101	9
102	10
109	21
88	13
101	19
126	20
86	20
113	24
103	23
87	23
99	10
114	11
96	6
110	6
110	14
99	14
100	15
110	11
90	15
74	11
78	19
82	18
83	15
77	18
81	19
74	19
91	21
61	23
70	20
65	23
40	24
58	24
49	24
61	24
50	27
51	7
52	9
37	6
40	5
40	7
38	7
24	11
34	9
25	11
24	10
22	10
16	8
11	10
10	14
7	14
8	16
2	15
3	11
2	16
1	17
1	21
0	17
0	20
0	21
0	21
0	0
