-0.469088597,0.662133917,0.161533272,0.328132477,-0.043173231,0.197345269,0.056635488,-0.144389477,3.803232908,6.942829847,7.606465817,0,0,10,44.29245198,1.344927345,-1.8,0,1
-0.867747461,-0.917509622,-1.236350816,-1.011375949,-1.181864928,-1.105015332,-1.020176944,0.305296554,1.079110622,1.504222155,2.158221245,0.5,10,23,5.128737171,0.076654486,-1.6,1,0
1.524205724,1.057044801,1.87005827,1.479598992,1.855681079,2.036902645,2.365068053,1.033091949,3.394559503,5.391060114,6.789119005,1,33,28,3.816569355,1.230477546,-1.4,1,1
-0.867747461,1.057044801,0.161533272,0.781003195,-0.066495422,0.374254001,0.238546517,0.80066554,3.162463069,5.700284004,6.324926138,1.5,61,22,-1.737471733,1.159173542,-1.2,2,4
-0.070429733,-0.127687853,-0.149107636,0.05892819,-0.146770923,-0.162612433,-0.287195312,0.402061618,9.110524535,14.29542613,18.22104907,2,83,31,,2.224441323,-1,6,2
1.922864588,-1.312420507,0.627494635,0.710049177,0.536423713,0.58551674,0.466994228,0.664083735,23.48220658,45.70890212,46.96441317,2.5,114,19,,3.177686719,-0.8,8,2
1.12554686,-0.522598737,0.316853727,0.569555507,-0.169990871,0.675237787,0.56766016,1.831482731,4.363539934,7.93055582,8.727079868,3,133,21,,1.483293239,-0.6,10,2
-0.070429733,0.267223032,0.161533272,0.888331616,-0.338134292,0.675639961,0.568153569,-0.462826768,0.251441121,0.297890186,0.502882242,3.5,154,21,,-1.389925964,-0.4,12,7
-1.266406325,-0.127687853,-1.081030362,-1.218002249,-1.084202196,-1.142939869,-1.044630371,-0.707506689,7.276178479,8.247879982,14.55235696,4,175,16,,1.998089351,-0.2,19,14
0.726887996,-0.127687853,0.472174181,0.74546676,0.076559347,0.752821395,0.656553899,-0.108003714,6.702338576,8.336066961,13.40467715,4.5,191,12,,1.915381939,-2.77556E-16,33,9
1.524205724,-1.707331391,0.006212818,0.396542298,-0.29652196,0.28358283,0.144247653,1.473729883,2.843137026,5.118122101,5.686274052,5,203,11,,1.052007213,0.2,42,17
-1.266406325,-0.917509622,-1.546991725,-1.420278521,-1.345108213,-1.297114758,-1.139894657,-0.561649006,2.464820385,3.550084829,4.92964077,5.5,214,9,,0.908248002,0.4,59,11
-0.469088597,-0.522598737,-0.770389453,-0.615612096,-0.891086265,-0.633762611,-0.683877608,-1.570062784,1.932522416,3.180903912,3.865044832,6,223,7,,0.663302215,0.6,70,25
0.726887996,1.846866571,1.404096907,0.852435017,1.572097756,1.256397768,1.27293839,2.464912911,2.079784036,2.372919083,4.159568071,6.5,230,7,,0.737239116,0.8,95,27
-0.070429733,0.267223032,-0.149107636,-0.007285627,-0.566485866,0.058214844,-0.080451132,1.426216814,12.73139799,18.02020812,25.46279597,7,237,7,,2.561355835,1,122,23
-0.070429733,-0.522598737,-0.615068999,-0.646627176,-0.685131759,-0.633455517,-0.68365486,0.40833511,16.22517085,21.65203691,32.4503417,7.5,244,3,,2.805495916,1.2,145,30
-1.665065189,-2.102242276,-2.78955536,-4.2650796,-1.790589627,-2.743979878,-1.71858165,0.598780464,2.015795112,3.01299119,4.031590223,8,247,4,,0.705776454,1.4,175,26
0.328229131,-0.522598737,-0.149107636,0.226356101,-0.056832578,-0.187648115,-0.309796554,-0.014898201,13.14338398,22.85473204,26.28676796,8.5,251,5,,2.593419496,1.6,201,21
1.12554686,0.662133917,1.404096907,1.216933016,1.72509279,1.316974702,1.351784923,1.288388549,1.895515561,3.756757021,3.791031122,9,256,4,,0.643835614,1.8,222,19
-0.070429733,1.057044801,0.938135544,1.1430382,0.901777663,1.002403867,0.953439988,-1.270148317,3.581724525,5.606660128,7.163449049,9.5,260,3,,1.284512578,2,241,15
-0.867747461,0.662133917,-0.149107636,0.025767711,0.14881098,-0.189089945,-0.311109133,0.948272005,21.6254046,42.67587519,42.67587519,10,263,4,,3.094752857,2.2,256,11
0.328229131,-0.522598737,-0.30442809,-0.007285627,-0.648605494,0.04339705,-0.094730643,1.025848089,5.021440506,7.643136024,10.04288101,10.5,267,0,,1.624680559,2.4,267,10
-0.469088597,-1.707331391,-1.546991725,-1.812319132,-1.192842309,-1.616740304,-1.316830438,0.158178771,3.340184569,4.046046019,6.680369139,11,267,2,,1.214219897,2.6,277,10
-1.266406325,1.057044801,0.006212818,0.569555507,-0.213973175,0.197824432,0.057106301,0.274433079,4.420935988,5.84286499,8.841871977,11.5,269,2,,1.496449819,2.8,287,5
0.328229131,-0.522598737,0.006212818,0.125572666,-0.327173285,0.248451448,0.108328077,0.914349875,8.438293934,15.22659683,16.87658787,12,271,0,,2.147270416,3,292,3
-1.266406325,1.451955686,0.161533272,0.294095787,-0.071283345,0.232585761,0.092236641,-1.391210029,0.759295583,1.334280014,1.518591166,12.5,271,3,,-0.277234985,3.2,295,2
0.328229131,-0.127687853,0.161533272,0.396542298,0.135889423,0.054423501,-0.084107538,0.492147121,1.248893499,2.191221952,2.497786999,13,274,4,,0.223767996,3.4,297,2
-0.469088597,1.846866571,0.938135544,0.960489246,1.076890041,0.727119897,0.626917803,-0.924846492,6.471374512,9.21975708,12.94274902,13.5,278,0,,1.880075707,3.6,299,0
-0.469088597,-1.707331391,-1.546991725,-1.812319132,-1.392171578,-1.392795328,-1.19579372,1.505490562,2.072698593,3.57181406,4.145397186,14,278,0,,0.733803298,3.8,299,1
1.524205724,-0.127687853,0.938135544,0.781003195,0.732345297,0.911396461,0.843197742,0.935605003,6.7771281,7.184035063,13.5542562,14.5,278,2,,1.926554254,4,300,-8
0.328229131,-0.127687853,0.316853727,0.465404415,0.214488791,0.354599753,0.21793804,-0.789131039,0.860615969,1.062293053,1.721231937,15,280,2,,-0.151126741,4.2,292,0
-0.867747461,1.057044801,0.161533272,0.362281129,0.955230385,-0.339636859,-0.4433405,-0.187217774,2.33535111,3.269904137,4.670702219,15.5,282,5,,0.853924726,4.4,292,0
0.726887996,-0.127687853,0.627494635,0.74546676,0.153428527,0.909864168,0.84140488,-1.402537896,2.056139588,4.045356035,4.112279177,16,287,1,,0.725727613,4.6,292,0
-1.266406325,1.057044801,-0.149107636,-0.363946877,-0.329653134,-0.269032949,-0.38212276,1.141291894,15.92481565,27.8800652,27.8800652,16.5,288,0,,2.7866838,4.8,292,0
1.524205724,0.662133917,1.559417361,1.17992245,1.481261335,1.620913071,1.762404746,-0.958585798,6.474903941,9.424250841,12.94980788,17,288,0,,1.880624654,5,292,0
0.726887996,0.267223032,0.938135544,1.033136912,0.618522708,1.090643187,1.062439869,0.097890896,1.122207165,1.408443213,2.24441433,17.5,288,2,,0.116080768,5.2,292,0
-0.070429733,0.662133917,0.627494635,0.328132477,0.43535993,0.529736494,0.405521178,-2.450148532,2.730306625,4.750853062,5.460613251,18,290,0,,1.011237983,5.4,292,0
0.726887996,-2.497153161,-1.391671271,-1.362921147,-1.237648751,-1.265994473,-1.1211834,0.304670747,0.863120437,1.188879967,1.726240873,18.5,290,2,,-0.148201137,5.6,292,0
1.12554686,-1.312420507,-0.30442809,0.125572666,-0.65492243,-0.072850947,-0.204733062,-1.997352704,12.87428343,25.16540694,25.16540694,19,292,0,,2.572592226,5.8,292,0
-0.469088597,1.451955686,0.78281509,0.781003195,0.53886424,0.765834539,0.671579042,-0.458299539,1.284026027,2.528177023,2.568052053,19.5,292,0,,0.251698997,6,292,0
0.726887996,-0.917509622,-0.149107636,-0.203384467,-0.139737811,-0.406091887,-0.499788864,0.319968351,3.723383546,3.86630106,7.446767092,20,292,0,,1.323564524,6.2,292,0
