0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
2	2
1	1
1	1
1	1
2	2
1	1
1	1
3	3
2	2
2	2
3	3
2	2
2	2
6	6
5	5
5	5
6	6
9	9
5	5
5	5
4	4
4	4
5	5
6	6
6	6
8	8
10	10
6	6
6	6
6	6
6	6
6	6
12	12
8	8
8	8
11	11
7	7
7	7
11	11
13	13
8	8
8	8
10	10
6	6
6	6
11	11
11	11
11	11
9	9
4	4
4	4
8	8
10	10
10	10
10	10
13	13
13	13
12	12
11	11
11	11
11	11
11	11
15	15
17	17
20	20
15	15
11	11
11	11
13	13
13	13
15	15
15	15
17	17
17	17
14	14
14	14
17	17
18	18
12	12
12	12
18	18
19	19
19	19
20	20
14	14
14	14
21	21
21	21
21	21
30	30
28	28
28	28
31	31
31	31
28	28
28	28
33	33
32	32
32	32
33	33
32	32
18	18
18	18
17	17
12	12
12	12
14	14
4	4
2	2
2	2
4	4
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
90	90
