0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	4
0	0
3	3
1	3
1	1
1	1
2	2
4	5
2	4
1	2
1	1
1	1
2	2
5	11
5	5
7	9
7	7
12	12
10	12
10	10
10	10
12	15
12	12
11	12
11	11
14	14
18	18
16	21
16	16
24	19
19	19
21	21
28	24
24	24
27	26
26	26
35	33
33	33
33	33
40	25
25	25
35	29
29	29
30	30
35	35
38	32
32	32
40	34
34	34
35	35
45	40
40	40
42	32
32	32
46	46
46	46
50	41
41	41
53	39
39	39
46	46
51	51
54	48
48	48
50	46
46	46
57	54
54	53
53	53
55	55
60	57
57	57
57	57
64	64
67	66
66	66
75	72
72	49
49	49
62	62
72	71
71	71
81	70
70	70
81	74
74	58
58	58
65	65
67	67
90	83
83	83
95	86
86	86
89	84
84	84
90	90
101	96
96	96
103	103
109	109
117	105
105	105
112	112
118	118
127	114
114	110
110	110
129	129
148	126
126	126
121	139
121	121
85	121
66	85
53	66
52	53
45	52
40	45
21	40
19	21
8	19
5	8
4	5
1	4
0	1
0	0
0	2
0	0
0	0
0	0
0	4
454	365
