0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	14
0	42
0	89
0	130
0	142
0	112
0	119
0	125
0	114
0	110
0	110
0	101
0	93
0	82
0	80
0	80
0	59
0	58
0	68
0	63
0	55
0	58
0	55
0	44
0	37
0	36
0	38
0	38
0	34
0	20
0	24
0	31
0	28
0	18
0	20
0	15
0	16
0	16
0	25
0	9
0	17
0	12
0	12
0	13
0	13
0	17
0	12
0	13
0	12
0	9
0	10
0	10
0	8
0	13
0	5
0	6
0	7
0	10
0	4
0	3
0	2
0	6
0	2
0	9
0	3
0	2
0	5
0	3
0	2
0	8
0	3
0	4
0	6
0	8
0	4
0	3
0	5
0	3
0	2
0	2
0	7
0	2
0	1
0	2
0	3
0	2
0	1
0	2
0	2
0	0
0	2
0	2
0	6
0	3
0	3
0	2
0	3
0	1
0	2
0	4
0	3
0	1
0	4
0	3
0	5
0	2
0	2
0	3
0	0
0	1
0	7
0	4
0	4
0	5
0	3
0	3
0	5
0	6
0	6
0	5
0	4
0	5
0	6
0	8
0	4
0	6
0	6
0	4
0	9
0	5
0	7
0	8
0	5
0	2
0	3
0	5
0	9
0	4
1	10
0	8
0	6
0	4
0	5
0	4
0	11
0	11
0	7
0	7
0	8
0	13
0	9
0	9
0	10
0	12
1	17
0	20
0	15
0	9
1	15
0	12
0	7
4	12
0	13
3	14
3	10
1	14
1	15
2	15
5	16
4	16
2	19
1	23
1	22
2	14
11	21
5	20
9	23
7	22
12	28
12	25
10	20
10	17
18	15
12	20
12	31
11	19
14	25
18	24
21	23
16	27
24	31
41	19
34	21
41	28
33	24
45	27
47	26
54	35
49	33
63	33
54	40
72	25
74	35
76	29
91	30
82	35
90	38
125	32
110	40
102	34
123	35
132	45
145	40
173	42
169	32
179	46
173	46
219	50
222	41
214	53
252	39
242	46
256	51
252	54
300	48
257	50
281	46
272	57
294	54
324	53
333	55
322	60
329	57
373	57
372	64
358	67
389	66
388	75
409	72
414	49
422	62
392	72
447	71
461	81
409	70
427	81
470	74
416	58
426	65
444	67
443	90
427	83
436	95
384	86
364	89
361	84
336	90
363	101
352	96
315	103
337	109
313	117
307	105
272	112
243	118
254	127
227	114
201	110
203	129
186	148
149	126
139	142
121	150
121	175
85	154
66	158
53	188
52	201
45	187
40	214
21	237
19	228
8	228
5	249
4	270
1	280
0	280
2	294
0	316
0	328
0	341
4	350
0	364
